FECHAHORA,DEM
2015-01-19T14UTC+01:00,5192.852
2015-01-19T15UTC+01:00,5036.645
2015-01-19T16UTC+01:00,5130.747
2015-01-19T17UTC+01:00,5365.674
2015-01-19T18UTC+01:00,5574.392
2015-01-19T19UTC+01:00,5453.443
2015-01-19T20UTC+01:00,4910.997
2015-01-19T21UTC+01:00,3929.024
2015-01-19T22UTC+01:00,3095.155
2015-01-19T23UTC+01:00,2619.664
2015-01-20T00UTC+01:00,2588.725
2015-01-20T01UTC+01:00,2503.865
2015-01-20T02UTC+01:00,2432.826
2015-01-20T03UTC+01:00,2396.943
2015-01-20T04UTC+01:00,2409.097
2015-01-20T05UTC+01:00,2620.929
2015-01-20T06UTC+01:00,3276.974
2015-01-20T07UTC+01:00,4220.535
2015-01-20T08UTC+01:00,5006.482
2015-01-20T09UTC+01:00,6836.068
2015-01-20T10UTC+01:00,7161.54
2015-01-20T11UTC+01:00,7151.212
2015-01-20T12UTC+01:00,6923.422
2015-01-20T13UTC+01:00,5626.484
2015-01-20T14UTC+01:00,5100.924
2015-01-20T15UTC+01:00,4909.495
2015-01-20T16UTC+01:00,5029.922
2015-01-20T17UTC+01:00,5267.93
2015-01-20T18UTC+01:00,5512.979
2015-01-20T19UTC+01:00,5395.522
2015-01-20T20UTC+01:00,4913.714
2015-01-20T21UTC+01:00,3974.933
2015-01-20T22UTC+01:00,3155.889
2015-01-20T23UTC+01:00,2678.178
2015-01-21T00UTC+01:00,2613.844
2015-01-21T01UTC+01:00,2532.375
2015-01-21T02UTC+01:00,2454.011
2015-01-21T03UTC+01:00,2409.459
2015-01-21T04UTC+01:00,2421.198
2015-01-21T05UTC+01:00,2625.829
2015-01-21T06UTC+01:00,3295.41
2015-01-21T07UTC+01:00,4235.472
2015-01-21T08UTC+01:00,5038.578
2015-01-21T09UTC+01:00,6907.315
2015-01-21T10UTC+01:00,7227.952
2015-01-21T11UTC+01:00,7192.185
2015-01-21T12UTC+01:00,6933.419
2015-01-21T13UTC+01:00,5629.543
2015-01-21T14UTC+01:00,5116.044
2015-01-21T15UTC+01:00,4952.919
2015-01-21T16UTC+01:00,5062.334
2015-01-21T17UTC+01:00,5300.256
2015-01-21T18UTC+01:00,5512.839
2015-01-21T19UTC+01:00,5398.777
2015-01-21T20UTC+01:00,4922.74
2015-01-21T21UTC+01:00,3982.449
2015-01-21T22UTC+01:00,3167.948
2015-01-21T23UTC+01:00,2710.479
2015-01-22T00UTC+01:00,2651.772
2015-01-22T01UTC+01:00,2560.193
2015-01-22T02UTC+01:00,2484.082
2015-01-22T03UTC+01:00,2439.892
2015-01-22T04UTC+01:00,2449.926
2015-01-22T05UTC+01:00,2653.967
2015-01-22T06UTC+01:00,3315.309
2015-01-22T07UTC+01:00,4236.222
2015-01-22T08UTC+01:00,5005.099
2015-01-22T09UTC+01:00,6831.542
2015-01-22T10UTC+01:00,7149.294
2015-01-22T11UTC+01:00,7094.04
2015-01-22T12UTC+01:00,6852.491
2015-01-22T13UTC+01:00,5545.816
2015-01-22T14UTC+01:00,5039.917
2015-01-22T15UTC+01:00,4856.276
2015-01-22T16UTC+01:00,4957.274
2015-01-22T17UTC+01:00,5180.318
2015-01-22T18UTC+01:00,5413.349
2015-01-22T19UTC+01:00,5346.301
2015-01-22T20UTC+01:00,4883.043
2015-01-22T21UTC+01:00,3969.59
2015-01-22T22UTC+01:00,3170.92
2015-01-22T23UTC+01:00,2707.561
2015-01-23T00UTC+01:00,2694.414
2015-01-23T01UTC+01:00,2604.602
2015-01-23T02UTC+01:00,2538.781
2015-01-23T03UTC+01:00,2500.566
2015-01-23T04UTC+01:00,2514.665
2015-01-23T05UTC+01:00,2728.233
2015-01-23T06UTC+01:00,3392.598
2015-01-23T07UTC+01:00,4332.804
2015-01-23T08UTC+01:00,5135.133
2015-01-23T09UTC+01:00,6999.624
2015-01-23T10UTC+01:00,7248.064
2015-01-23T11UTC+01:00,7142.387
2015-01-23T12UTC+01:00,6855.912
2015-01-23T13UTC+01:00,5498.319
2015-01-23T14UTC+01:00,4920.801
2015-01-23T15UTC+01:00,4666.626
2015-01-23T16UTC+01:00,4726.924
2015-01-23T17UTC+01:00,4926.973
2015-01-23T18UTC+01:00,5241.61
2015-01-23T19UTC+01:00,5259.894
2015-01-23T20UTC+01:00,4847.042
2015-01-23T21UTC+01:00,3962.261
2015-01-23T22UTC+01:00,3136.583
2015-01-23T23UTC+01:00,2698.52
2015-01-24T00UTC+01:00,2521.265
2015-01-24T01UTC+01:00,2406.683
2015-01-24T02UTC+01:00,2333.22
2015-01-24T03UTC+01:00,2313.677
2015-01-24T04UTC+01:00,2444.445
2015-01-24T05UTC+01:00,2606.579
2015-01-24T06UTC+01:00,3023.338
2015-01-24T07UTC+01:00,3679.298
2015-01-24T08UTC+01:00,3432.141
2015-01-24T09UTC+01:00,4245.165
2015-01-24T10UTC+01:00,4527.153
2015-01-24T11UTC+01:00,4506.423
2015-01-24T12UTC+01:00,4319.859
2015-01-24T13UTC+01:00,3555.764
2015-01-24T14UTC+01:00,3027.324
2015-01-24T15UTC+01:00,2811.641
2015-01-24T16UTC+01:00,2797.902
2015-01-24T17UTC+01:00,2888.61
2015-01-24T18UTC+01:00,3788.043
2015-01-24T19UTC+01:00,3919.756
2015-01-24T20UTC+01:00,3803.489
2015-01-24T21UTC+01:00,3507.218
2015-01-24T22UTC+01:00,2463.019
2015-01-24T23UTC+01:00,2213.33
2015-01-25T00UTC+01:00,2319.558
2015-01-25T01UTC+01:00,2221.636
2015-01-25T02UTC+01:00,2166.666
2015-01-25T03UTC+01:00,2172.689
2015-01-25T04UTC+01:00,2182.223
2015-01-25T05UTC+01:00,2302.713
2015-01-25T06UTC+01:00,2569.754
