FECHAHORA,DEM
2015-01-21T09UTC+01:00,1116.772
2015-01-21T10UTC+01:00,1173.196
2015-01-21T11UTC+01:00,1144.478
2015-01-21T12UTC+01:00,1134.577
2015-01-21T13UTC+01:00,1147.977
2015-01-21T14UTC+01:00,1089.193
2015-01-21T15UTC+01:00,1028.769
2015-01-21T16UTC+01:00,1034.139
2015-01-21T17UTC+01:00,1113.067
2015-01-21T18UTC+01:00,1386.624
2015-01-21T19UTC+01:00,1572
2015-01-21T20UTC+01:00,1599.59
2015-01-21T21UTC+01:00,1568.629
2015-01-21T22UTC+01:00,1444.296
2015-01-21T23UTC+01:00,1291.405
2015-01-22T00UTC+01:00,1101.944
2015-01-22T01UTC+01:00,955.599
2015-01-22T02UTC+01:00,868.762
2015-01-22T03UTC+01:00,821.411
2015-01-22T04UTC+01:00,809.467
2015-01-22T05UTC+01:00,839.489
2015-01-22T06UTC+01:00,918.928
2015-01-22T07UTC+01:00,1093.205
2015-01-22T08UTC+01:00,1099.339
2015-01-22T09UTC+01:00,1110.533
2015-01-22T10UTC+01:00,1167.714
2015-01-22T11UTC+01:00,1137.711
2015-01-22T12UTC+01:00,1127.785
2015-01-22T13UTC+01:00,1140.19
2015-01-22T14UTC+01:00,1082.489
2015-01-22T15UTC+01:00,1020.314
2015-01-22T16UTC+01:00,1025.909
2015-01-22T17UTC+01:00,1103.335
2015-01-22T18UTC+01:00,1375.486
2015-01-22T19UTC+01:00,1562.153
2015-01-22T20UTC+01:00,1589.199
2015-01-22T21UTC+01:00,1559.638
2015-01-22T22UTC+01:00,1439.197
2015-01-22T23UTC+01:00,1287.401
2015-01-23T00UTC+01:00,1124.533
2015-01-23T01UTC+01:00,968.865
2015-01-23T02UTC+01:00,878.317
2015-01-23T03UTC+01:00,830.632
2015-01-23T04UTC+01:00,819.593
2015-01-23T05UTC+01:00,850.257
2015-01-23T06UTC+01:00,934.276
2015-01-23T07UTC+01:00,1114.452
2015-01-23T08UTC+01:00,1137.118
2015-01-23T09UTC+01:00,1156.961
2015-01-23T10UTC+01:00,1213.803
2015-01-23T11UTC+01:00,1174.365
2015-01-23T12UTC+01:00,1147.58
2015-01-23T13UTC+01:00,1154.675
2015-01-23T14UTC+01:00,1094.227
2015-01-23T15UTC+01:00,1040.309
2015-01-23T16UTC+01:00,1033.225
2015-01-23T17UTC+01:00,1091.764
2015-01-23T18UTC+01:00,1346.329
2015-01-23T19UTC+01:00,1523.662
2015-01-23T20UTC+01:00,1535.57
2015-01-23T21UTC+01:00,1516.759
2015-01-23T22UTC+01:00,1429.939
2015-01-23T23UTC+01:00,1318.616
2015-01-24T00UTC+01:00,1155.906
2015-01-24T01UTC+01:00,1006.211
2015-01-24T02UTC+01:00,898.827
2015-01-24T03UTC+01:00,838.176
2015-01-24T04UTC+01:00,819.456
2015-01-24T05UTC+01:00,844.136
2015-01-24T06UTC+01:00,874.879
2015-01-24T07UTC+01:00,920.229
2015-01-24T08UTC+01:00,900.587
2015-01-24T09UTC+01:00,1005.237
2015-01-24T10UTC+01:00,1136.137
2015-01-24T11UTC+01:00,1139.482
2015-01-24T12UTC+01:00,1128.341
2015-01-24T13UTC+01:00,1152.878
2015-01-24T14UTC+01:00,1118.953
2015-01-24T15UTC+01:00,1016.572
2015-01-24T16UTC+01:00,962.56
2015-01-24T17UTC+01:00,981.255
2015-01-24T18UTC+01:00,1236.13
2015-01-24T19UTC+01:00,1403.465
2015-01-24T20UTC+01:00,1436.053
2015-01-24T21UTC+01:00,1447.016
2015-01-24T22UTC+01:00,1387.487
2015-01-24T23UTC+01:00,1292.292
2015-01-25T00UTC+01:00,1172.765
2015-01-25T01UTC+01:00,1026.344
2015-01-25T02UTC+01:00,918.675
2015-01-25T03UTC+01:00,854.78
2015-01-25T04UTC+01:00,829.205
2015-01-25T05UTC+01:00,851.338
2015-01-25T06UTC+01:00,876.821
2015-01-25T07UTC+01:00,900.448
2015-01-25T08UTC+01:00,835.591
